,article_name,authors,url,volume,journal,journal_url,scrape_time
184,Gendered perceptions of power and decisionâ€ making in rural Kenya,Nooraâ€ Lisa Aberman & Julia Behrman & Regina Birner,https://ideas.repec.org/a/bla/devpol/v36y2018i4p389-407.html,"July 2018, Volume 36, Issue 4","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
185,Steering the Povertyâ€ Environment Nexus in Central Asia: A metagovernance analysis of the Povertyâ€ Environment Initiative (PEI),Sarah Challe & Stamatios Christopoulos & Michael Kull & Louis Meuleman,https://ideas.repec.org/a/bla/devpol/v36y2018i4p409-431.html,"July 2018, Volume 36, Issue 4","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
186,Rethinking international and domestic financing for HIV in lowâ€ and middleâ€ income countries,Richard Manning & Olivier Sterck,https://ideas.repec.org/a/bla/devpol/v36y2018i4p433-444.html,"July 2018, Volume 36, Issue 4","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
187,Supply of schooling and dropout rates: Evidence from the Oportunidades programme in Mexico,Raymundo M. Camposâ€ Vazquez & Alma S. Santillan,https://ideas.repec.org/a/bla/devpol/v36y2018i4p445-464.html,"July 2018, Volume 36, Issue 4","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
188,"Urban poverty, economic restructuring and poverty reduction policy in urban China: Evidence from Shanghai, 1978â€“2008",Fei Yan,https://ideas.repec.org/a/bla/devpol/v36y2018i4p465-481.html,"July 2018, Volume 36, Issue 4","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
189,"Indigenous peoples, the city and inclusive urban development policies in Latin America: Lessons from Bolivia and Ecuador",Philipp Horn,https://ideas.repec.org/a/bla/devpol/v36y2018i4p483-501.html,"July 2018, Volume 36, Issue 4","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
190,"Comparing voluntary sustainability initiatives and product carbon footprinting in the food sector, with a particular focus on environmental impacts and developing countries",Katharina Plassmann,https://ideas.repec.org/a/bla/devpol/v36y2018i4p503-523.html,"July 2018, Volume 36, Issue 4","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
191,"The real East Asian Aid model: Development assistance as an instrument of comprehensive security in Japan, South Korea and Taiwan",Joel Atkinson,https://ideas.repec.org/a/bla/devpol/v36y2018i3p265-284.html,"May 2018, Volume 36, Issue 3","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
192,Do natural resource revenues lower government reliance on seigniorage? The role of exchange rate policy,Michael A. Ellis & Nasr G. Elbahnasawy,https://ideas.repec.org/a/bla/devpol/v36y2018i3p285-307.html,"May 2018, Volume 36, Issue 3","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
193,Rwandan â€œhome grown initiativesâ€ : Illustrating inherent contradictions of the democratic developmental state,Malin Hasselskog,https://ideas.repec.org/a/bla/devpol/v36y2018i3p309-328.html,"May 2018, Volume 36, Issue 3","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
194,"New economic globalization, new industrial policy and late development in the 21st century: A critical analytical review",Laurids S. Lauridsen,https://ideas.repec.org/a/bla/devpol/v36y2018i3p329-346.html,"May 2018, Volume 36, Issue 3","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
195,The conundrum between political and sectoral decentralizations: The case of Cameroon,Gyldas Ofoulhastâ€ Othamot,https://ideas.repec.org/a/bla/devpol/v36y2018i3p347-367.html,"May 2018, Volume 36, Issue 3","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
196,Engaging decentralization in an uncertain political context: Lessons from Liberia,Kelly Krawczyk & Raymond Muhula,https://ideas.repec.org/a/bla/devpol/v36y2018i3p369-386.html,"May 2018, Volume 36, Issue 3","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
197,To shame or not to shameâ€”that is the sanitation question,Myles Bateman & Susan Engel,https://ideas.repec.org/a/bla/devpol/v36y2018i2p155-173.html,"March 2018, Volume 36, Issue 2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
198,Room for manoeuvre: User participation in water resources management in Burkina Faso,William's DarÃ© & Jeanâ€ Philippe Venot,https://ideas.repec.org/a/bla/devpol/v36y2018i2p175-189.html,"March 2018, Volume 36, Issue 2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
199,"Improving water service to the urban poor through delegated management: Lessons from the city of Kisumu, Kenya",Daniel M. Nzengya,https://ideas.repec.org/a/bla/devpol/v36y2018i2p190-202.html,"March 2018, Volume 36, Issue 2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
200,Embracing the complexity of policy processes in sanitation: Insights from India,AndrÃ©s Hueso & Alejandra Boni & Ã lvaro FernÃ¡ndezâ€ Baldor,https://ideas.repec.org/a/bla/devpol/v36y2018i2p203-219.html,"March 2018, Volume 36, Issue 2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
201,Amplifying accountability by benchmarking results at district and national levels,Alice Evans,https://ideas.repec.org/a/bla/devpol/v36y2018i2p221-240.html,"March 2018, Volume 36, Issue 2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
202,Children's work and children's wellâ€ being: Implications for policy,Dena Aufseeser & Michael Bourdillon & Richard Carothers & Olivia Lecoufle,https://ideas.repec.org/a/bla/devpol/v36y2018i2p241-261.html,"March 2018, Volume 36, Issue 2","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
203,Do shocks affect men's and women's assets differently? Evidence from Bangladesh and Uganda,Agnes R. Quisumbing & Neha Kumar & Julia A. Behrman,https://ideas.repec.org/a/bla/devpol/v36y2018i1p3-34.html,"January 2018, Volume 36, Issue 1","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
204,Women and agricultural productivity: Reframing the Issues,Cheryl R. Doss,https://ideas.repec.org/a/bla/devpol/v36y2018i1p35-50.html,"January 2018, Volume 36, Issue 1","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
205,Sharedâ€ use mining infrastructure: Why it matters and how to achieve it,Paul Collier & Glen Ireland,https://ideas.repec.org/a/bla/devpol/v36y2018i1p51-68.html,"January 2018, Volume 36, Issue 1","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
206,Intellectual property protection and development: The case of sustainable sea transport in Pacific Island countries,Miranda Forsyth,https://ideas.repec.org/a/bla/devpol/v36y2018i1p69-86.html,"January 2018, Volume 36, Issue 1","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
207,Measuring longâ€ term trends in policy coherence for development,Dirkâ€ Jan Koch,https://ideas.repec.org/a/bla/devpol/v36y2018i1p87-110.html,"January 2018, Volume 36, Issue 1","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
208,What encourages community health workers to use mobile technologies for health interventions? Emerging lessons from rural Rwanda,Purity Mwendwa,https://ideas.repec.org/a/bla/devpol/v36y2018i1p111-129.html,"January 2018, Volume 36, Issue 1","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
209,Donor withdrawal and local civil society organizations: An analysis of the HIV/AIDS sector in Vietnam,Christopher L. Pallas & Lan Nguyen,https://ideas.repec.org/a/bla/devpol/v36y2018i1p131-151.html,"January 2018, Volume 36, Issue 1","Development Policy Review, Overseas Development Institute",https://ideas.repec.org/s/bla/devpol.html,2020-03-09 15:07:01
210,Does the Risk of Poverty Reduce Happiness?,Stefano A. Caria & Paolo Falco,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-697556.html," 2018, Volume 67, Issue 1","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
211,World Bank Policy Lending and the Quality of Public-Sector Governance,Lodewijk Smets & Stephen Knack,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-697554.html," 2018, Volume 67, Issue 1","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
212,Effect of Environmental Decentralization on Polluting Firms in India,Stefania Lovo,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-697558.html," 2018, Volume 67, Issue 1","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
213,Household Responses to Food Subsidies: Evidence from India,Tara Kaul,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-697553.html," 2018, Volume 67, Issue 1","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
214,Poverty Dynamics in India between 2004 and 2012: Insights from Longitudinal Analysis Using Synthetic Panel Data,Hai-Anh H. Dang & Peter F. Lanjouw,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-697555.html," 2018, Volume 67, Issue 1","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
215,Effects of High School Closure on Education and Labor Market Outcomes in Rural China,Shuang Zhang,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-697564.html," 2018, Volume 67, Issue 1","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
216,Minimum Wage and Productivity: Evidence from Chilean Manufacturing Plants,Roberto Álvarez & Rodrigo Fuentes,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-697557.html," 2018, Volume 67, Issue 1","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
217,Risky Income or Lumpy Investments? Evidence on Two Theories of Underspecialization,Ajay Shenoy,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-697415.html," 2018, Volume 66, Issue 4","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
218,Do Cows Have Negative Returns? The Evidence Revisited,Esther Gehrke & Michael Grimm,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-697414.html," 2018, Volume 66, Issue 4","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
219,"Poverty, Aspirations, and the Economics of Hope",Travis J. Lybbert & Bruce Wydick,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-696968.html," 2018, Volume 66, Issue 4","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
220,As Good as the Networks They Keep? Improving Outcomes through Weak Ties in Rural Uganda,Kathryn N. Vasilaky & Kenneth L. Leonard,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-697430.html," 2018, Volume 66, Issue 4","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
221,Financial Education and Savings Behavior: Evidence from a Randomized Experiment among Low-Income Clients of Branchless Banking in India,Margherita Calderone & Nathan Fiala & Florentina Mulaj & Santadarshan Sadhu & Leopold Sarr,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-697413.html," 2018, Volume 66, Issue 4","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
222,Do Siblings Make Us Happy?,Shun Wang & Weina Zhou,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-697431.html," 2018, Volume 66, Issue 4","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
223,Measuring Risk Preferences in Rural Ethiopia,Ferdinand M. Vieider & Abebe Beyene & Randall Bluffstone & Sahan Dissanayake & Zenebe Gebreegziabher & Peter Martinsson & Alemu Mekonnen,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-696106.html," 2018, Volume 66, Issue 3","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
224,Measuring Firm-Level Inefficiencies in the Ghanaian Manufacturing Sector,Andrea Szabó,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-695881.html," 2018, Volume 66, Issue 3","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
225,Women Are Walking and Waiting for Water: The Time Value of Public Water Supply,Elena Gross & Isabel Günther & Youdi Schipper,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-696531.html," 2018, Volume 66, Issue 3","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
226,Multidimensional Poverty Targeting,Jean-Yves Duclos & Luca Tiberti & Abdelkrim Araar,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-696105.html," 2018, Volume 66, Issue 3","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
227,Large Decrease in Child Stunting despite Limited Improvement in Children’s Food Intake: Evidence from Rural Bangladesh,Monica Jain,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-696532.html," 2018, Volume 66, Issue 3","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
228,Can Benefits from Malaria Eradication Be Increased? Evidence from Costa Rica,Claudio A. Mora-García,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-695880.html," 2018, Volume 66, Issue 3","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
229,Son Preference and Gender-Biased Breastfeeding in Pakistan,Naima Hafeez & Climent Quintana-Domeque,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-695137.html," 2018, Volume 66, Issue 2","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
230,"You’ll Be a Migrant, My Son: Accounting for Migrant Selection within the Household",Isabelle Chort & Jean-Noël Senne,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-695472.html," 2018, Volume 66, Issue 2","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
231,Targeting Technology to Increase Smallholder Profits and Conserve Resources: Experimental Provision of Laser Land-Leveling Services to Indian Farmers,Travis J. Lybbert & Nicholas Magnan & David J. Spielman & Anil K. Bhargava & Kajal Gulati,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-695284.html," 2018, Volume 66, Issue 2","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
232,Holy Cows or Cash Cows? The Economic Return to Livestock in Rural India,Orazio Attanasio & Britta Augsburg,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-695138.html," 2018, Volume 66, Issue 2","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
233,Election Outcomes and the Poor: Evidence from the Consumption of Scheduled Castes and Tribes in India,Sharad Tandon,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-694893.html," 2018, Volume 66, Issue 2","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
234,"Education, Marriage, and Fertility: Long-Term Evidence from a Female Stipend Program in Bangladesh",Youjin Hahn & Asadul Islam & Kanti Nuzhat & Russell Smyth & Hee-Seung Yang,https://ideas.repec.org/a/ucp/ecdecc/doi10.1086-694930.html," 2018, Volume 66, Issue 2","Economic Development and Cultural Change, University of Chicago Press",https://ideas.repec.org/s/ucp/ecdecc.html,2020-03-09 15:06:09
235,Cash Transfers in Latin America: Effects on Poverty and Redistribution,Verónica Amarante & Martín Brun,https://ideas.repec.org/a/col/000425/016952.html,"November 2018, Volume Volume 19 Number 1, Issue Fall 2018","Economía Journal, The Latin American and Caribbean Economic Association - LACEA",https://ideas.repec.org/s/col/000425.html,2020-03-09 15:06:12
236,How Sensitive Is Regional Poverty Measurement in Latin America to the Value of the Poverty Line?,Leonardo Lucchetti & Andrés Castañeda & Santiago Garriga & Leonardo Gasparini & Daniel Valderrama,https://ideas.repec.org/a/col/000425/016953.html,"November 2018, Volume Volume 19 Number 1, Issue Fall 2018","Economía Journal, The Latin American and Caribbean Economic Association - LACEA",https://ideas.repec.org/s/col/000425.html,2020-03-09 15:06:12
237,Homicides and the Age of Criminal Responsibility: A Density Discontinuity Approach,Francisco J.M Costa & João S. De Faria & Felipe S. Iachan & Bárbara Caballero,https://ideas.repec.org/a/col/000425/016954.html,"November 2018, Volume Volume 19 Number 1, Issue Fall 2018","Economía Journal, The Latin American and Caribbean Economic Association - LACEA",https://ideas.repec.org/s/col/000425.html,2020-03-09 15:06:12
238,Fool’s Gold: The Impact of Venezuelan Currency Devaluations on Multinational Stock Prices,Miguel Angel Santos & Dany Bahar & Carlos A. Molina,https://ideas.repec.org/a/col/000425/016955.html,"November 2018, Volume Volume 19 Number 1, Issue Fall 2018","Economía Journal, The Latin American and Caribbean Economic Association - LACEA",https://ideas.repec.org/s/col/000425.html,2020-03-09 15:06:12
239,Downward Wage Rigidities in the Mexican Labor Market: 1996–2011,Laura Juarez & Daniel Casarin de la Cabada,https://ideas.repec.org/a/col/000425/016956.html,"November 2018, Volume Volume 19 Number 1, Issue Fall 2018","Economía Journal, The Latin American and Caribbean Economic Association - LACEA",https://ideas.repec.org/s/col/000425.html,2020-03-09 15:06:12
240,"I Sell My Vote, and So What? Incidence, Social Bias, and Correlates of Clientelism in Colombia",Leopoldo Fergusson & Carlos Molina & Juan Felipe Riaño,https://ideas.repec.org/a/col/000425/016957.html,"November 2018, Volume Volume 19 Number 1, Issue Fall 2018","Economía Journal, The Latin American and Caribbean Economic Association - LACEA",https://ideas.repec.org/s/col/000425.html,2020-03-09 15:06:12
241,On the Credibility of Inflation-Targeting Regimes in Latin America,Andrew Powell & Rodrigo Mariscal & Pilar Tavella,https://ideas.repec.org/a/col/000425/016330.html,"May 2018, Volume Volume 18 Number 2, Issue Spring 2018","Economía Journal, The Latin American and Caribbean Economic Association - LACEA",https://ideas.repec.org/s/col/000425.html,2020-03-09 15:06:12
242,Are Tax Credits Effective in Developing Countries? The Recent Uruguayan Experience,Cecilia Llambi & Andres Rius & Fedora Carbajal & Paula Carrasco & Paola Cazulo,https://ideas.repec.org/a/col/000425/016331.html,"May 2018, Volume Volume 18 Number 2, Issue Spring 2018","Economía Journal, The Latin American and Caribbean Economic Association - LACEA",https://ideas.repec.org/s/col/000425.html,2020-03-09 15:06:12
243,The Micro-D Classification: A New Approach to Identifying Differentiated Exports,Juan Carlos Hallak & Federico Bernini & Julia Gonzalez & Alejandro Vicondoa,https://ideas.repec.org/a/col/000425/016332.html,"May 2018, Volume Volume 18 Number 2, Issue Spring 2018","Economía Journal, The Latin American and Caribbean Economic Association - LACEA",https://ideas.repec.org/s/col/000425.html,2020-03-09 15:06:12
244,Should a Central Bank Transfer Its Profits to the Treasury?,Eduardo Zambrano & Fernando Alvarez-Parra & Adriana Arreaza,https://ideas.repec.org/a/col/000425/016333.html,"May 2018, Volume Volume 18 Number 2, Issue Spring 2018","Economía Journal, The Latin American and Caribbean Economic Association - LACEA",https://ideas.repec.org/s/col/000425.html,2020-03-09 15:06:12
245,The Short-Term Impact of Crime on School Enrollment and School Choice: Evidence from El Salvador,Juan Nelson Martinez Dahbura,https://ideas.repec.org/a/col/000425/016334.html,"May 2018, Volume Volume 18 Number 2, Issue Spring 2018","Economía Journal, The Latin American and Caribbean Economic Association - LACEA",https://ideas.repec.org/s/col/000425.html,2020-03-09 15:06:12
246,The Impact of Export Restrictions on Production: A Synthetic Control Approach,Rodolfo Stucchi & Ezequiel Garcia-Lembergman & Martin A. Rossi,https://ideas.repec.org/a/col/000425/016335.html,"May 2018, Volume Volume 18 Number 2, Issue Spring 2018","Economía Journal, The Latin American and Caribbean Economic Association - LACEA",https://ideas.repec.org/s/col/000425.html,2020-03-09 15:06:12
247,Preface,Lemma W Senbet,https://ideas.repec.org/a/oup/jafrec/v27y2018isuppl_1pi1-i3..html," 2018, Volume 27, Issue suppl_1","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
248,The Illusive Quest for Structural Transformation in Africa: Will China Make a Difference?,Alemayehu Geda & Lemma W Senbet & Witness Simbanegavi,https://ideas.repec.org/a/oup/jafrec/v27y2018isuppl_1pi4-i14..html," 2018, Volume 27, Issue suppl_1","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
249,China’s Rise and Opportunity for Structural Transformation in Africa,Justin Yifu Lin,https://ideas.repec.org/a/oup/jafrec/v27y2018isuppl_1pi15-i28..html," 2018, Volume 27, Issue suppl_1","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
250,What Kinds of Chinese ‘Geese’ Are Flying to Africa? Evidence from Chinese Manufacturing Firms,Deborah Brautigam & Tang Xiaoyang & Ying Xia,https://ideas.repec.org/a/oup/jafrec/v27y2018isuppl_1pi29-i51..html," 2018, Volume 27, Issue suppl_1","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
251,The Emerging Pattern of African Economic Engagement with China and the Rising South: Implications for Africa’s Structural Transformation,Alemayehu Geda,https://ideas.repec.org/a/oup/jafrec/v27y2018isuppl_1pi52-i90..html," 2018, Volume 27, Issue suppl_1","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
252,Treating Schools to a New Administration: Evidence of the Impact of Better Practices in the System-Level Administration of Schools,Martin Gustafsson & Stephen Taylor,https://ideas.repec.org/a/oup/jafrec/v27y2018i5p515-537..html," 2018, Volume 27, Issue 5","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
253,Returns to Controlling a Neglected Tropical Disease: Schistosomiasis Control Programme and Education Outcomes in Nigeria,Francis Makamu & Mehtabul Azam & Harounan Kazianga,https://ideas.repec.org/a/oup/jafrec/v27y2018i5p538-557..html," 2018, Volume 27, Issue 5","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
254,Make It or Break It? Assessing Credit Booms in Developing Countries†,Daniela Marchettini & Rodolfo Maino,https://ideas.repec.org/a/oup/jafrec/v27y2018i5p558-586..html," 2018, Volume 27, Issue 5","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
255,Changing Saving and Investment Behaviour: The Impact of Financial Literacy Training and Reminders on Micro-businesses,Girum Abebe & Biruk Tekle & Yukichi Mano,https://ideas.repec.org/a/oup/jafrec/v27y2018i5p587-611..html," 2018, Volume 27, Issue 5","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
256,Do Incentives Matter for the Diffusion of Financial Knowledge? Experimental Evidence from Uganda,John Sseruyange & Erwin Bulte,https://ideas.repec.org/a/oup/jafrec/v27y2018i5p612-631..html," 2018, Volume 27, Issue 5","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
257,Growth-enhancing Effect of Openness to Trade and Migrations: What is the Effective Transmission Channel for Africa?,Dramane Coulibaly & Blaise Gnimassoun & Valérie Mignon,https://ideas.repec.org/a/oup/jafrec/v27y2018i4p369-404..html," 2018, Volume 27, Issue 4","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
258,The Demand for Reproductive Health Care,Gauthier Tshiswaka-Kashalala & Steven F Koch,https://ideas.repec.org/a/oup/jafrec/v27y2018i4p405-429..html," 2018, Volume 27, Issue 4","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
259,Do Cash Transfers Promote Food Security? The Case of the South African Child Support Grant,Giorgio d’Agostino & Margherita Scarlato & Silvia Napolitano,https://ideas.repec.org/a/oup/jafrec/v27y2018i4p430-456..html," 2018, Volume 27, Issue 4","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
260,Microcredit and Food Security: Evidence from Rural Households in Uganda,Faith M Namayengo & Gerrit Antonides & Francesco Cecchi,https://ideas.repec.org/a/oup/jafrec/v27y2018i4p457-482..html," 2018, Volume 27, Issue 4","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
261,Child Monetary Poverty and Multidimensional Deprivations: Why They Differ,Paola Ballón & John Cockburn & Sylvain Dessy & Setou Diarra,https://ideas.repec.org/a/oup/jafrec/v27y2018i4p483-512..html," 2018, Volume 27, Issue 4","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
262,Microcredit and Food Security: Evidence from Rural Households in Uganda,Faith M Namayengo & Gerrit Antonides & Francesco Cecchi,https://ideas.repec.org/a/oup/jafrec/v27y2018i4p513-513..html," 2018, Volume 27, Issue 4","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
263,The Lion on the Move Towards the World Frontier: Catching Up or Remaining Stuck?,Tarek M Harchaoui & Murat Üngör,https://ideas.repec.org/a/oup/jafrec/v27y2018i3p251-273..html," 2018, Volume 27, Issue 3","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
264,Convergence and Spillover Effects in Africa: A Spatial Panel Data Approach,Samba Diop,https://ideas.repec.org/a/oup/jafrec/v27y2018i3p274-284..html," 2018, Volume 27, Issue 3","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
265,Does Mobile Money Affect Saving Behaviour? Evidence from a Developing Country,Serge Ky & Clovis Rugemintwari & Alain Sauviat,https://ideas.repec.org/a/oup/jafrec/v27y2018i3p285-320..html," 2018, Volume 27, Issue 3","Journal of African Economies, Centre for the Study of African Economies (CSAE)",https://ideas.repec.org/s/oup/jafrec.html,2020-03-09 15:06:47
