,article_name,authors,abstract,ideas_ref_num,ideas_cite_num,handle,doi,url,scrape_time,volume,journal,journal_url
293,Small livestock and aquaculture programming impacts on household livelihood security: a systematic narrative review,"['Ivy Blackmore', 'Carolyn Lesorogol', 'Lora Iannotti']"," Small livestock and aquaculture production is thought to positively impact the livelihood security of poor rural households in low-income economies. A systematic narrative review conducted for evidence of this impact found only 29 studies that met the reviews inclusion and classification criteria. These studies indicate that raising small livestock and fish can improve income and nutrition, but results regarding womenâ€™s empowerment, disease, and the environment are mixed. More high-quality research is needed to understand the positive and negative impacts of production on human well-being. Future development programming should focus on implementing and evaluating multidimensional programmes and mixed farming systems.",0,1,RePEc:taf:jdevef:v:10:y:2018:i:2:p:197-248,10.1080/19439342.2018.1452777,https://ideas.repec.org/a/taf/jdevef/v10y2018i2p197-248.html,2020-03-09 19:25:20,"April 2018, Volume 10, Issue 2","Journal of Development Effectiveness, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevef.html
294,Teacher pay and student performance: evidence from the Gambian hardship allowance,"['Todd Pugatch', 'Elizabeth Schroeder']"," More than two dozen developing countries have implemented policies to increase teacher compensation in rural schools. We evaluate the impact of the Gambian hardship allowance, which provides a salary premium of 30â€“40% to primary school teachers in remote locations, on student performance. A geographic discontinuity in the policyâ€™s implementation provides identifying variation. We find no effects of the hardship allowance on average test scores. However, we find suggestive evidence that student performance improved at the top of the test score distribution and fell at the bottom. Our findings indicate that the substantial, unconditional salary increases earned by Gambian teachers had little to no effect on average student performance, with gains limited to the best students.",20,4,RePEc:taf:jdevef:v:10:y:2018:i:2:p:249-276,10.1080/19439342.2018.1452778,https://ideas.repec.org/a/taf/jdevef/v10y2018i2p249-276.html,2020-03-09 19:25:23,"April 2018, Volume 10, Issue 2","Journal of Development Effectiveness, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevef.html
295,How well are aid agencies evaluating programs? An assessment of the quality of global health evaluations,"['Julia Raifman', 'Felix Lam', 'Janeen Madan Keller', 'Alexander Radunsky', 'William Savedoff']"," Evaluations are key to learning and accountability. We assessed the methodological quality of 37 randomly selected programme evaluations from 5 major global health funders. Two researchers rated each evaluation for relevance, validity, and reliability and met to resolve discrepancies. Most evaluations asked questions relevant to the health programme, but less than 40 per cent of impact evaluations and less than 10 per cent of performance evaluations used relevant data, followed accepted social science methods for sampling, or had high analytical validity and reliability. There is a need to improve the methodological quality of programme evaluations.",0,0,RePEc:taf:jdevef:v:10:y:2018:i:2:p:277-289,10.1080/19439342.2018.1452779,https://ideas.repec.org/a/taf/jdevef/v10y2018i2p277-289.html,2020-03-09 19:25:27,"April 2018, Volume 10, Issue 2","Journal of Development Effectiveness, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevef.html
296,What have we learned after ten years of systematic reviews in international development?,"['Hugh Waddington', 'Edoardo Masset', 'Emmanuel Jimenez']"," The paper discusses the role of systematic evidence in helping make better decisions to reach global development targets. Coming at the end of the first decade of serious funding and support for systematic evidence generation in development economics and development studies, the paper presents opportunities and challenges for the continued development of systematic review methodologies. It concludes by introducing the papers collected in the issue, which make and demonstrate the case for theory-based approaches to evidence synthesis.",0,0,RePEc:taf:jdevef:v:10:y:2018:i:1:p:1-16,10.1080/19439342.2018.1441166,https://ideas.repec.org/a/taf/jdevef/v10y2018i1p1-16.html,2020-03-09 19:25:31,"January 2018, Volume 10, Issue 1","Journal of Development Effectiveness, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevef.html
297,Theory-based systematic reviews,['Howard White']," It has been common to say that studies should address not just the question of what works, but also how, where, for whom and at what cost? A unifying framework for such an approach is the theory of change. This paper lays out an approach for using such a theory-based approach to systematic reviews, discussing issues which arise in mixed-methods causal chain analysis. I illustrate the funnel of attrition which is a heuristic device to understand why effect sizes are lower at the higher reaches of the causal chain, including why participation is less than usually expected. Examples are given from the international development sector.",0,0,RePEc:taf:jdevef:v:10:y:2018:i:1:p:17-38,10.1080/19439342.2018.1439078,https://ideas.repec.org/a/taf/jdevef/v10y2018i1p17-38.html,2020-03-09 19:25:34,"January 2018, Volume 10, Issue 1","Journal of Development Effectiveness, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevef.html
298,The challenges of screening and synthesising qualitative research in a mixed-methods systematic review. The case of the impact of agricultural certification schemes,"['Dafni Skalidou', 'Carlos Oya']"," The number of mixed-methods systematic reviews in international development is growing in recent years. By recognising the value of qualitative research in providing valuable evidence on causal mechanisms, barriers, facilitators and the importance of context, mixed-methods systematic reviews go beyond the â€˜what worksâ€™ question. However, appropriate methods to screen and synthesise qualitative evidence in these reviews are still in a development phase, and the methodological literature dealing with reviewing qualitative evidence in the field of development studies is scarce and under-developed. This paper aims to contribute to this gap by discussing the methodological and practical challenges of including qualitative evidence in a mixed-methods systematic review in international development. In particular, this article makes a contribution in terms of offering reviewers and users of systematic reviews a full account of the process of screening and synthesising a very large volume of heterogeneous qualitative studies. Using as an example a review on the effects of certification schemes for agricultural production, we report on each reviewing step, describing the problems encountered and solutions found. The paper proposes ways of extracting a large volume of data and integrating the qualitative synthesis with the evidence from the related quantitative effectiveness review.",0,0,RePEc:taf:jdevef:v:10:y:2018:i:1:p:39-60,10.1080/19439342.2018.1438495,https://ideas.repec.org/a/taf/jdevef/v10y2018i1p39-60.html,2020-03-09 19:25:38,"January 2018, Volume 10, Issue 1","Journal of Development Effectiveness, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevef.html
299,The effectiveness of school-based decision making in improving educational outcomes: a systematic review,"['Roy Carr-Hill', 'Caine Rolleston', 'Rebecca Schendel', 'Hugh Waddington']"," The rhetoric around decentralisation suggests school-based management improves education outcomes. Existing reviews on school-based decision-making have tended to focus on proximal outcomes and offer very little information about why school-based decision-making has positive or negative effects in different circumstances. The authors systematically searched for and synthesised evidence from 35 quantitative and qualitative studies evaluating 17 individual interventions on the effectiveness of school-based decision-making on educational outcomes. Devolving decision-making to the level of the school appears to have a somewhat beneficial effect on dropout, repetition and teacher attendance. Effects on test-scores are more robust, being positive in aggregate and for middle-income countries specifically. On the other hand, school-based decision-making reforms appear to be less effective in communities with generally low levels of education, where parents have low status relative to school personnel. The authors conclude that school-based decision-making reforms are less likely to be successful in highly disadvantaged communities.",0,0,RePEc:taf:jdevef:v:10:y:2018:i:1:p:61-94,10.1080/19439342.2018.1440250,https://ideas.repec.org/a/taf/jdevef/v10y2018i1p61-94.html,2020-03-09 19:25:42,"January 2018, Volume 10, Issue 1","Journal of Development Effectiveness, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevef.html
300,Systematic reviews of cost-effectiveness in low and middle income countries: a review of reviews,"['Edoardo Masset', 'Giulia Mascagni', 'Arnab Acharya', 'Eva-Maria Egger', 'Amrita Saha']"," We investigate whether systematic reviews of cost-effectiveness analyses of interventions in low and middle income countries are feasible and useful. To this aim, we systematically review systematic reviews of cost-effectiveness studies and systematic reviews of effectiveness studies. We find 27 systematic reviews of cost-effectiveness studies, predominantly of health interventions. We look at the methodologies employed by these reviews to summarise the results of the original studies and we look at the policy recommendations they provide. We conclude that systematic reviews of cost-effectiveness studies in developing countries are few and that their ability to provide policy recommendations is very limited. The paucity of cost-effectiveness analyses in developing countries and the difficulty to summarise the results of diverse cost-effectiveness analyses in a meaningful way are major problems. We suggest that the collection of cost data along impact evaluations and methodological development in the summary of cost-effectiveness ratios across studies constitute a more promising approach.",0,0,RePEc:taf:jdevef:v:10:y:2018:i:1:p:95-120,10.1080/19439342.2018.1439079,https://ideas.repec.org/a/taf/jdevef/v10y2018i1p95-120.html,2020-03-09 19:25:45,"January 2018, Volume 10, Issue 1","Journal of Development Effectiveness, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevef.html
301,The effectiveness and value for money of cash-based humanitarian assistance: a systematic review,"['Hannah Tappis', 'Shannon Doocy']"," This review aimed to assess evidence on effectiveness and value for money of cash-based humanitarian assistance. We followed standard procedures for review of (quasi) experimental studies and adapted procedures for studies reporting costs, cost-effectiveness, costâ€“benefit or costâ€“utility of unconditional cash transfer, conditional cash transfer and voucher programmes in humanitarian settings. Of 4094 identified studies, only five met effectiveness review inclusion criteria. These five, plus five others, met cost review inclusion criteria. Although limited conclusions about comparative effectiveness and value for money can be drawn from this review, findings do provide important insights for consideration in design and evaluation of programmes in crisis-affected settings.",5,1,RePEc:taf:jdevef:v:10:y:2018:i:1:p:121-144,10.1080/19439342.2017.1363804,https://ideas.repec.org/a/taf/jdevef/v10y2018i1p121-144.html,2020-03-09 19:25:49,"January 2018, Volume 10, Issue 1","Journal of Development Effectiveness, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevef.html
302,Using internal evaluations to measure organisational impact: a meta-analysis of Oxfamâ€™s womenâ€™s empowerment projects,"['Simone Lombardini', 'Kristen McCollum']"," This paper presents the results of a meta-analysis examining the overall impact of womenâ€™s empowerment projects evaluated as part of Oxfam GBâ€™s Effectiveness Reviews. Results show a positive and significant impact on the Womenâ€™s Empowerment Index and mixed results with its individual indicators. We found a statistically significant effect on opinions on womenâ€™s economic role and their ability to participate in and influence the community. We did not find evidence of overall changes in power within the household nor with share of household income. The meta-analysis also found statically significant overall effects where the individual studies were too underpowered to detect impact. This paper provides an example of how using meta-analysis in the presence of a robust organisational global evaluation framework can enable evidence-based learning, organisational accountability and better programme implementation.",1 Reference,0,RePEc:taf:jdevef:v:10:y:2018:i:1:p:145-170,10.1080/19439342.2017.1377750,https://ideas.repec.org/a/taf/jdevef/v10y2018i1p145-170.html,2020-03-09 19:25:53,"January 2018, Volume 10, Issue 1","Journal of Development Effectiveness, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevef.html
303,Do evidence networks make a difference?,['Ruth Stewart']," As part of the Global Evidence Summit in Cape Town in September 2017, Prof Ruth Stewart gave the keynote addressing the question of â€˜Do evidence networks make a difference?â€™. The following text is based closely on that opening address. She outlines how evidence networks make a difference by building our shared understanding across the evidence ecosystem, enable growth in our shared capacities, and enable a potential and readiness for change. In this article she provides additional information supporting each of these three ways in which evidence networks make a difference, as well as elaborating on how her work, and that of her Centre at the University of Johannesburg, is closely aligned with the production and use of evidence synthesis. She makes a strong case for her central argument: â€˜If you want to go fast, go alone. If you want to go far, go togetherâ€™.",0,1,RePEc:taf:jdevef:v:10:y:2018:i:1:p:171-178,10.1080/19439342.2018.1425734,https://ideas.repec.org/a/taf/jdevef/v10y2018i1p171-178.html,2020-03-09 19:25:56,"January 2018, Volume 10, Issue 1","Journal of Development Effectiveness, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevef.html
304,Beyond the Policy-Implementation Gap: How the City of Johannesburg Manufactured the Ungovernability of Street Trading,['Claire BÃ©nit-Gbaffou']," Contemporary cities are said to have become â€˜ungovernableâ€™, especially in the Global South. They are certainly more difficult to govern due to the complexification of statesâ€™ apparatus (under the double dynamics of neoliberalisation and decentralisation), citiesâ€™ larger size, massive poverty, and informality. Yet, the ungovernability thesis arguably stems from a theoretical shift, from local government to urban governance, that has rendered the questions of steering, political choices, and accountability almost impossible to conceptualise. Unpacking the policy instruments used to govern street trading in Johannesburg, the paper shows that its so-called â€˜ungovernabilityâ€™ was largely manufactured by municipal choices.",0,0,RePEc:taf:jdevst:v:54:y:2018:i:12:p:2149-2167,10.1080/00220388.2018.1460468,https://ideas.repec.org/a/taf/jdevst/v54y2018i12p2149-2167.html,2020-03-09 19:26:00,"December 2018, Volume 54, Issue 12","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
305,Confounded but Complacent: Accounting for How the State Sees Responses to Its Housing Intervention in Johannesburg,['Sarah Charlton']," The South African stateâ€™s â€˜will to improveâ€™ poor peopleâ€™s lives through free home-ownership is unsettled by subsequent unauthorised housing usage and adaptions. Despite insight into and empathy for these non-compliant activities amongst some state housing practitioners, the dominant state position is to denounce them without analysing their drivers and significance. This position is enabled by the stateâ€™s selective use of knowledge, confidence in the housing project as is, and avoidance of discomforting signals. The â€˜will to improveâ€™ is not matched by a deep â€˜will to knowâ€™, in part because the capacity to act under difficult circumstances is argued to depend on a form of â€˜not knowingâ€™.",0,0,RePEc:taf:jdevst:v:54:y:2018:i:12:p:2168-2185,10.1080/00220388.2018.1460465,https://ideas.repec.org/a/taf/jdevst/v54y2018i12p2168-2185.html,2020-03-09 19:26:04,"December 2018, Volume 54, Issue 12","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
306,"Making and Governing Unstable Territory: Corporate, State and Public Encounters in Johannesburgâ€™s Mining Land, 1909â€“2013",['SiÃ¢n Butcher']," Johannesburgâ€™s mining land has defined the cityâ€™s geography, yet remains unevenly developed and liminal in urban policy. Rather than a planning failure, I argue this is a product of state-sanctioned corporate hegemony over mining land. Through the case of Johannesburgâ€™s biggest mining-turned-property company, the paper problematises binaries of â€˜stateâ€™ and â€˜marketâ€™ by drawing out the deeply historical, spatialised, political and always-more-than-human vicissitudes of this mining-urban regime. These include the mapping and unmapping that render mining land terra incognita to the state while shoring up corporate power; the multiple visions and contestations over what is to be done with the land, and finally, how different and contingent temporalities shape and limit those visions in practise.",0,0,RePEc:taf:jdevst:v:54:y:2018:i:12:p:2186-2209,10.1080/00220388.2018.1460464,https://ideas.repec.org/a/taf/jdevst/v54y2018i12p2186-2209.html,2020-03-09 19:26:07,"December 2018, Volume 54, Issue 12","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
307,"Intimate Encounters with the State in Post-War Luanda, Angola",['ChloÃ© Buire']," Since the end of the war in 2002, Luanda has become an iconic site of urban transformation in the context of a particularly entrenched oligarchic regime. In practice however, urban dwellers are often confronted with a â€˜deregulated systemâ€™ that fails to advance a coherent developmental agenda. The paper narrates the trajectory of a family forcibly removed from the old city to the periphery. It shows how city-dwellers experience the control of the party-state through a series of encounters with authority across the city. Questioning the intentionality of a state that appears at the same time omnipotent and elusive, openly violent and subtly hegemonic, the paper reveals the fine mechanisms through which consent is fabricated in the intimacy of the family.",0,0,RePEc:taf:jdevst:v:54:y:2018:i:12:p:2210-2226,10.1080/00220388.2018.1460467,https://ideas.repec.org/a/taf/jdevst/v54y2018i12p2210-2226.html,2020-03-09 19:26:11,"December 2018, Volume 54, Issue 12","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
308,"At the Borderlands of Informal Practices of the State: Negotiability, Porosity and Exceptionality",['Margot Rubin']," Using local land registration practices in four â€˜grayâ€™ settlements in South Africa, I demonstrate a host of local state practices. These can be seen as falling into one of three typologies â€“ negotiability, porosity, and exceptionality â€“ and demonstrate the highly negotiable nature of engagements between the local government and informal communities. Furthermore, the cases speak back to the idea of informal practices of the state, showing its utility and limits at the micro-scale and offering insight into the motivations of the state for engaging in such practices and their potential for offering more progressive forms of engagement.",0,0,RePEc:taf:jdevst:v:54:y:2018:i:12:p:2227-2242,10.1080/00220388.2018.1460466,https://ideas.repec.org/a/taf/jdevst/v54y2018i12p2227-2242.html,2020-03-09 19:26:15,"December 2018, Volume 54, Issue 12","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
309,The Potency of the State: Logics of Informality and Subalternity,['Ananya Roy']," This article serves as an epilogue to the special issue curated by Claire BÃ©nit-Gbaffou and Sarah Charlton with a focus on state power and the concept of informality. In my reflection, I examine the specificity of statecraft in the context of postcolonial government. In particular, I analyse political potency as a relationship between the state and subaltern subjects. Also at stake in this paper is the question of comparative and transnational analysis. In what ways can concepts generated through the study of processes of urban informality in India speak to the production of illegality and the reproduction of rule in South Africa?",0,0,RePEc:taf:jdevst:v:54:y:2018:i:12:p:2243-2246,10.1080/00220388.2018.1460470,https://ideas.repec.org/a/taf/jdevst/v54y2018i12p2243-2246.html,2020-03-09 19:26:19,"December 2018, Volume 54, Issue 12","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
310,Why We Lie about Aid: Development and the Messy Politics of Change,['Chris Roche'],No abstract is available for this item.,0,0,RePEc:taf:jdevst:v:54:y:2018:i:12:p:2247-2248,10.1080/00220388.2018.1483223,https://ideas.repec.org/a/taf/jdevst/v54y2018i12p2247-2248.html,2020-03-09 19:26:22,"December 2018, Volume 54, Issue 12","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
311,Multipolar Globalization: Emerging Economies and Development,['Juan Telleria'],No abstract is available for this item.,0,0,RePEc:taf:jdevst:v:54:y:2018:i:12:p:2248-2249,10.1080/00220388.2018.1490511,https://ideas.repec.org/a/taf/jdevst/v54y2018i12p2248-2249.html,2020-03-09 19:26:26,"December 2018, Volume 54, Issue 12","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
312,Thinking Outside the Plot: Insights on Small-Scale Mechanisation from Case Studies in East Africa,"['David Kahan', 'Roger Bymolt', 'Fred Zaal']"," The changing agricultural sector and the challenges faced by smallholders call for the need for farm mechanisation suited to smallholder farming. Conventional four-wheeled tractors (4WTs) are not feasible for many smallholders owing to their high capital costs, unsuitability for fragmented holdings as well as topography and slope. More appropriate technologies are needed such as two-wheeled tractors (2WTs) and their requisite accessories. Our findings show that opportunities exist for the introduction of 2WTs in maize based systems through service provider models combining a number of operations that can be offered throughout the year and targeted to niche areas where 4WT access is unlikely. The paper also suggests that attention needs to be given concurrently to development of the 2WT supply chain to ensure that its profitability is sustainable.",0,1,RePEc:taf:jdevst:v:54:y:2018:i:11:p:1939-1954,10.1080/00220388.2017.1329525,https://ideas.repec.org/a/taf/jdevst/v54y2018i11p1939-1954.html,2020-03-09 19:26:30,"November 2018, Volume 54, Issue 11","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
313,Consistency of Risk Preference Measures: An Artefactual Field Experiment from Rural China,"['Pan He', 'Marcella Veronesi', 'Stefanie Engel']"," A variety of measures have been developed to elicit individual risk preferences. How these measures perform in the field, in particular in developing countries with non-student subjects, is still an open question. We implement an artefactual field experiment in rural China to investigate (i) consistency across incentivised experimental risk measures, (ii) consistency in risk preferences elicitation between non-incentivised survey measures and incentivised experiments, and (iii) possible explanations for risk preference inconsistency across measures. We find that inconsistent risk preferences across survey and experimental measures may be explained by ambiguity preferences. In the survey, subjects may mix risk and ambiguity preferences.",0,1,RePEc:taf:jdevst:v:54:y:2018:i:11:p:1955-1973,10.1080/00220388.2017.1336542,https://ideas.repec.org/a/taf/jdevst/v54y2018i11p1955-1973.html,2020-03-09 19:26:33,"November 2018, Volume 54, Issue 11","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
314,Synergies between Different Types of Agricultural Technologies in the Kenyan Small Farm Sector,"['Priscilla Wainaina', 'Songporne Tongruksawattana', 'Matin Qaim']"," Sustainable intensification of agriculture will have to build on various innovations, but synergies between different types of technologies are not yet sufficiently understood. We use representative data from small farms in Kenya and propensity score matching to compare effects of input-intensive technologies and natural resource management practices on household income. When adopted in combination, positive income effects tend to be larger than when individual technologies are adopted alone. The largest gains occur when improved seeds are adopted together with organic manure and zero tillage. These results point at important synergies between plant breeding technologies and natural resource management practices.",0,0,RePEc:taf:jdevst:v:54:y:2018:i:11:p:1974-1990,10.1080/00220388.2017.1342818,https://ideas.repec.org/a/taf/jdevst/v54y2018i11p1974-1990.html,2020-03-09 19:26:37,"November 2018, Volume 54, Issue 11","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
315,"Linking Risk Aversion, Time Preference and Fertiliser Use in Burkina Faso","['Tristan Le Cotty', 'Elodie MaÃ®tre dâ€™HÃ´tel', 'Raphael Soubeyran', 'Julie Subervie']"," This paper investigates whether Burkinabe maize farmersâ€™ fertiliser-use decisions are correlated with their risk and time preferences. We conducted a survey and a series of hypothetical experiments on a sample of 1500 farmers. We find that more patient farmers do use more fertiliser, but it is only because they plant more maize (a fertiliser-intensive crop) rather than because they use more fertiliser per hectare of maize planted. Conversely, we find no statistically significant link between risk aversion and fertiliser use. We use a simple two-period model, which suggests that risk aversion may indeed have an ambiguous effect on fertiliser use.",27,1,RePEc:taf:jdevst:v:54:y:2018:i:11:p:1991-2006,10.1080/00220388.2017.1344645,https://ideas.repec.org/a/taf/jdevst/v54y2018i11p1991-2006.html,2020-03-09 19:26:41,"November 2018, Volume 54, Issue 11","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
316,"Junior Farmer Field Schools, Agricultural Knowledge and Spillover Effects: Quasi-Experimental Evidence from Northern Uganda","['Jacopo Bonan', 'Laura Pagani']"," We analyse the impact of a junior farmer field school project in Northern Uganda on studentsâ€™ agricultural knowledge and practices. We also test for the presence of intergenerational learning spillover within households. We use differences-in-differences estimators with ex-ante matching and find evidence that the programme had positive effects on studentsâ€™ agricultural knowledge and adoption of good practices. The project also produced spillover effects in terms of improvements of household agricultural knowledge and food security. Overall, our results point to the importance of adapting the basic principles of farmer field schools to children.",21,0,RePEc:taf:jdevst:v:54:y:2018:i:11:p:2007-2022,10.1080/00220388.2017.1355457,https://ideas.repec.org/a/taf/jdevst/v54y2018i11p2007-2022.html,2020-03-09 19:26:44,"November 2018, Volume 54, Issue 11","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
317,One Plus One can be Greater than Two: Evaluating Synergies of Development Programmes in Malawi,"['Noemi Pace', 'Silvio Daidone', 'Benjamin Davis', 'Sudhanshu Handa', 'Marco Knowles', 'Robert Pickmans']"," This paper investigates the interplay between the Social Cash Transfer Programme (SCTP) and the Farm Input Subsidy Programme (FISP) in Malawi. We take advantage of data collected from a 17-month evaluation of a sample of households eligible to receive SCTP, which also provided information about inclusion into FISP. We estimate two types of synergies: i) the complementarity between SCTP and FISP, that is whether the impact of both interventions run together is larger than the sum of the impacts of these interventions when run separately, and ii) the incremental impact of receiving FISP when a household already receives SCTP, as well as the incremental impact of receiving SCTP when a household already receives FISP. The analysis shows that there are synergies between the two policy interventions, mainly in terms of incremental impacts of each programme over the other, in increasing expenditure, agricultural production and livestock.",0,1,RePEc:taf:jdevst:v:54:y:2018:i:11:p:2023-2060,10.1080/00220388.2017.1380794,https://ideas.repec.org/a/taf/jdevst/v54y2018i11p2023-2060.html,2020-03-09 19:26:48,"November 2018, Volume 54, Issue 11","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
318,Effect of Forced Relocation on Household Income and Consumption Patterns: Evidence from the Aynak Copper Mine Project in Afghanistan,"['Ghulam Dastgir', 'Keisuke Kawata', 'Yuichiro Yoshida']"," In 2011, the government of Afghanistan and a Chinese mining company relocated an entire village near the Aynak copper mine, where they developed a mining site. This paper investigates the impact of this displacement on affected householdsâ€™ income and consumption patterns using a difference-in-differences approach and primary household-level data from the villages around the mine in two periods: one just before relocation in 2011 and another in 2015. In 2011, all households of the Wali Kali village, one of the seven project-affected villages, were involuntarily relocated. Project-affected families (PAFs) claim that their traditional earning sources have been inadequately replaced by mine-related earnings and that, being separated geographically, they now face difficulty maintaining social networks that are necessary for their survival. Once lost, rebuilding social networks is not easy in war-trampled Afghanistan. This paper clarifies these shadowy effects of forced relocation and demonstrates that traditional daily labour income was reduced significantly and only partially replaced by income from mine-related activities among those who were relocated and that relocation significantly discouraged the participation in community life, reflecting the losses of social capital among the PAFs due to separation.",0,0,RePEc:taf:jdevst:v:54:y:2018:i:11:p:2061-2077,10.1080/00220388.2017.1385767,https://ideas.repec.org/a/taf/jdevst/v54y2018i11p2061-2077.html,2020-03-09 19:26:52,"November 2018, Volume 54, Issue 11","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
319,Measuring Hope: A Quantitative Approach with Validation in Rural Myanmar,"['Jeffrey R. Bloem', 'Duncan Boughton', 'Kyan Htoo', 'Aung Hein', 'Ellen Payongayong']"," Development economists are increasingly considering the role of hope in behaviours relating to investment, production, and consumption decisions of the poor. Although several studies have examined how the concepts of hope and aspirations may fit into economic theories, empirical studies have yet to validate a reliable measurement of hope. We adapt a quantitative approach to measure hope in the context of rural Myanmar. We present three tests of measurement validity. This study finds that hope measurements are correlated with covariates in a way supported by theory, are distinct from other psychological concepts, and are positively correlated with welfare perceptions.",0,1,RePEc:taf:jdevst:v:54:y:2018:i:11:p:2078-2094,10.1080/00220388.2017.1385764,https://ideas.repec.org/a/taf/jdevst/v54y2018i11p2078-2094.html,2020-03-09 19:26:55,"November 2018, Volume 54, Issue 11","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
320,"Wealth Inequality, Educational Environment and School Enrolment: Evidence from Mexico","['Lucio Esposito', 'AdriÃ¡n VillaseÃ±or']"," Using data from the extended section of the 2010 Mexican census (2.9 million households), we study how school enrolment is associated with wealth inequality and with the educational environment the child is exposed to at the household and municipal levels. We provide robust evidence of wealth inequality as a negative predictor of school enrolment for children in primary, secondary and high school age ranges while a positive role is played by the educational environment. Through the introduction of interaction terms, we account for how economic and educational variables are intertwined at both the household and the municipal level, and we are able to illustrate the considerable heterogeneity in the role of adult education for households at different standards of living.",0,0,RePEc:taf:jdevst:v:54:y:2018:i:11:p:2095-2118,10.1080/00220388.2017.1385768,https://ideas.repec.org/a/taf/jdevst/v54y2018i11p2095-2118.html,2020-03-09 19:26:59,"November 2018, Volume 54, Issue 11","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
321,Sanitation and Religion in South Asia: What Accounts for Differences across Countries?,"['Sangita Vyas', 'Dean Spears']"," Exposure to open defecation has serious consequences for child mortality, health, and human capital development. South Asia has the highest rates of open defecation worldwide, and although the incidence declines as household income rises, differences across South Asian countries are not explained by differences in per capita income. The rate of open defecation in sub-national regions of Bangladesh, India and Nepal is highly correlated with the fraction of the population that identifies as Hindu, in part because certain rituals of purity and pollution discourage having latrines in close proximity to oneâ€™s home. Almost all open defecation occurs in rural areas, and this paper estimates how much the rate could be reduced if rural households in regions that have a higher fraction of Hindus, where open defecation is still common, altered their behaviour to reflect that of non-Hindu households in regions that are predominantly non-Hindu, where the rate of open defecation is much lower. Using nonparametric reweighting methods, this paper projects that rural open defecation in Bangladesh, India, and Nepal could be reduced to rates of between 6 and 8 per cent, compared to the prevailing level of 65 per cent.",0,2,RePEc:taf:jdevst:v:54:y:2018:i:11:p:2119-2135,10.1080/00220388.2018.1469742,https://ideas.repec.org/a/taf/jdevst/v54y2018i11p2119-2135.html,2020-03-09 19:27:03,"November 2018, Volume 54, Issue 11","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
322,"Economies of Favour after Socialism, Edited by David Henig & Nicolette Makovicky Oxford: Oxford University Press, 2017, 256 pp., Â£55.00, ISBN 9780199687411",['Diana T. Kudaibergenova'],No abstract is available for this item.,0,0,RePEc:taf:jdevst:v:54:y:2018:i:11:p:2136-2137,10.1080/00220388.2018.1467789,https://ideas.repec.org/a/taf/jdevst/v54y2018i11p2136-2137.html,2020-03-09 19:27:06,"November 2018, Volume 54, Issue 11","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
323,"Rulers, Religion, and Riches: Why the West Got Rich and the Middle East Did Not by Jared Rubin New York: Cambridge University Press, 2017, 273 pp., Â£79.99, ISBN 9781107036819",['Masooda Bano'],No abstract is available for this item.,0,0,RePEc:taf:jdevst:v:54:y:2018:i:11:p:2137-2138,10.1080/00220388.2018.1481554,https://ideas.repec.org/a/taf/jdevst/v54y2018i11p2137-2138.html,2020-03-09 19:27:10,"November 2018, Volume 54, Issue 11","Journal of Development Studies, Taylor & Francis Journals",https://ideas.repec.org/s/taf/jdevst.html
